Ключ проблемы,Идентификатор проблемы,Идентификатор родителя,Статус,Создано,Обновленo,Исполнитель,Пользовательское поле (Story Points),Тема,Создатель
ANL-2339,279687,,Готово,27.02.2024 10:03 ,08.07.2024 13:00 ,flerinvs,5.0,Автоматизация отчетов по миграции,flerinvs
ANL-2190,267263,,Готово,15.12.2023 18:42 ,08.07.2024 13:00 ,flerinvs,13.0,Дашборд по плану и факту заключения неипотечных сделок,tatiankoaa
ANL-1915,239615,,Закрыт,17.08.2023 18:13 ,08.07.2024 13:00 ,mikhaelyanta,,"Пользователи отчета по цессиям, хотят чтобы в отчете был столбец с классификацией причины приостановки",BalandinDV
ANL-2589,303756,,Готово,19.06.2024 11:29 ,08.07.2024 13:00 ,flerinvs,1.0,Подбить kpi отдела,flerinvs
ANL-2581,303233,,Готово,17.06.2024 14:58 ,08.07.2024 13:00 ,flerinvs,2.0,Сформировать отчет для бухов в as is  формате ,flerinvs
ANL-2651,307945,,Закрыт,08.07.2024 12:50 ,08.07.2024 12:56 ,mikhaelyanta,1.0,Выгрузка неипотечных ЭР ВТБ,mikhaelyanta
ANL-2580,303215,,Сделaть,17.06.2024 14:10 ,08.07.2024 12:46 ,balitskayaav,1.0,Отрубить СБР с облака,flerinvs
ANL-2634,306942,,Готово,03.07.2024 09:18 ,08.07.2024 12:29 ,mikhaelyanta,,Корректировка отчета ДКП,mikhaelyanta
ANL-2646,307719,,Backlog,05.07.2024 19:29 ,05.07.2024 19:29 ,flerinvs,,Перенести все на новый конфлюенс,flerinvs
ANL-2622,306001,,Закрыт,28.06.2024 12:38 ,05.07.2024 13:03 ,nikishinpa,5.0,Draft отчет по неипотеке,mikhaelyanta
ANL-2626,306308,,Готово,01.07.2024 12:28 ,05.07.2024 10:47 ,mikhaelyanta,,Отчет ВТБ СМБ,mikhaelyanta
ANL-2619,305670,,Готово,27.06.2024 12:18 ,05.07.2024 10:47 ,mikhaelyanta,2.0,Выгрузить отчет по компании - 7714637341 (МР групп),chizhikovaea
ANL-2625,306226,,Готово,01.07.2024 10:05 ,04.07.2024 18:23 ,flerinvs,2.0,Подготовить SA - задачи,flerinvs
ANL-2414,285968,,Готово,27.03.2024 09:32 ,01.07.2024 16:13 ,flerinvs,8.0,Перенос отчета из когноса  Отчет по сделке онлайн,flerinvs
ANL-2612,305345,,Готово,26.06.2024 10:30 ,01.07.2024 09:59 ,flerinvs,2.0,Задачи на Q'3,flerinvs
ANL-2605,304749,,Готово,24.06.2024 11:40 ,28.06.2024 18:09 ,mikhaelyanta,8.0,Сверка неипотечных сделок,mikhaelyanta
ANL-2595,304352,,Готово,21.06.2024 05:42 ,28.06.2024 18:09 ,mikhaelyanta,1.0,Добавление ДКП в отчет с привязкой к СБР (через отдельную вкладку),pleshkovatv
ANL-2598,304507,,Готово,21.06.2024 13:47 ,28.06.2024 18:09 ,mikhaelyanta,1.0,Добавление ДКП в отчет с привязкой к СБР (через отдельную вкладку),pleshkovatv
ANL-2572,302669,,Готово,14.06.2024 10:26 ,28.06.2024 16:42 ,balitskayaav,5.0,Собрать требования по вкладке производительность сотрудников,balitskayaav
ANL-2106,262488,,Сделaть,24.11.2023 11:34 ,28.06.2024 16:16 ,balitskayaav,5.0,сделать ресерч проблемы,balitskayaav
ANL-2604,304701,,Готово,24.06.2024 10:01 ,28.06.2024 14:48 ,balitskayaav,2.0,Сформировать задачу на СА по ИЖС,flerinvs
ANL-2618,305610,,Готово,27.06.2024 10:11 ,28.06.2024 14:14 ,mikhaelyanta,1.0,Проверка сделок ЭР,mikhaelyanta
ANL-2609,304841,,Готово,24.06.2024 13:29 ,27.06.2024 15:45 ,mikhaelyanta,,Выгрузка для ВТБ ГРМ,kluninany
ANL-2610,305181,,Готово,25.06.2024 14:30 ,27.06.2024 15:45 ,mikhaelyanta,,Перезакрепление сотрудников между ТП-отражение данных в отчетности (ДКП),palunvi
ANL-2299,275123,,Готово,02.02.2024 16:52 ,26.06.2024 17:40 ,mikhaelyanta,2.0,Ошибочные ЭР в отчете,mikhaelyanta
ANL-2402,285057,,Backlog,22.03.2024 13:19 ,26.06.2024 17:35 ,mikhaelyanta,,Удалить пустые заявки в отчетах ЭР,ignatovaaa
ANL-2036,256694,,Готово,30.10.2023 12:33 ,26.06.2024 17:28 ,mikhaelyanta,,Ошибка в формировании owner_user_role по Защите и проверке,mikhaelyanta
ANL-1868,236715,,Закрыт,04.08.2023 15:28 ,26.06.2024 17:28 ,mikhaelyanta,,"Корректировка отчета по доле СБР/ЭР, ДКП, КС в ипотеке ВТБ ГЖ по офисам",mikhaelyanta
ANL-1990,252207,,Готово,10.10.2023 17:34 ,26.06.2024 17:28 ,mikhaelyanta,,Выгрузить сводную по защите и проверке по АНЧ,mikhaelyanta
ANL-2229,270609,,Hold,12.01.2024 10:51 ,26.06.2024 13:42 ,nikishinpa,8.0,"МБО в разрезе каждого сотрудника и продукта (План, Факт, РР, Динамика от прошлого месяца",nikishinpa
ANL-2614,305424,,Backlog,26.06.2024 13:31 ,26.06.2024 13:39 ,balitskayaav,,Перенос дашборда из когноса,balitskayaav
ANL-1858,230373,,Закрыт,04.07.2023 13:01 ,26.06.2024 13:37 ,balitskayaav,,"Переезд СБР на новый разбор (""ODS_A_SBR"".""STTE"")",petuhovana
ANL-2552,299837,,Сделaть,03.06.2024 12:47 ,26.06.2024 13:30 ,balitskayaav,3.0, Сделать автоматизацию по втб укэп ,balitskayaav
ANL-2527,298028,,Сделaть,24.05.2024 14:31 ,26.06.2024 13:22 ,balitskayaav,,Цифры по юнит-экономике,balitskayaav
ANL-2548,299766,,Готово,03.06.2024 10:19 ,24.06.2024 17:33 ,mikhaelyanta,5.0,Исправить ошибку в ЭР,mikhaelyanta
ANL-1967,250336,,Готово,03.10.2023 12:36 ,24.06.2024 17:33 ,mikhaelyanta,3.0,В отчет ЭР 2.0 Дашборд для ВТБ необходимо внести исправления.,ignatovaaa
ANL-2056,259199,,Готово,09.11.2023 14:45 ,24.06.2024 17:33 ,mikhaelyanta,5.0,Сверка ЭР ,mikhaelyanta
ANL-2575,302861,,Готово,14.06.2024 16:00 ,24.06.2024 12:18 ,balitskayaav,3.0,Выгрузка незавершенных ипотесных сделок ВТБ,mikhaelyanta
ANL-2034,256516,,Готово,28.10.2023 20:50 ,24.06.2024 12:17 ,balitskayaav,3.0,Изменить представление во вкладке Оферты М2,kartaevry
ANL-2562,300965,,Готово,06.06.2024 09:53 ,24.06.2024 12:17 ,balitskayaav,3.0,Выгрузка для финансов ЭР+СБР,flerinvs
ANL-2571,302664,,Готово,14.06.2024 10:18 ,24.06.2024 11:38 ,mikhaelyanta,5.0,Сверка неипотечных сделок,mikhaelyanta
ANL-2588,303695,,Готово,19.06.2024 09:48 ,24.06.2024 10:15 ,flerinvs,3.0,Собрать отчет по Привелегии ,flerinvs
ANL-2586,303692,,Готово,19.06.2024 09:30 ,24.06.2024 09:30 ,flerinvs,2.0,Чек стартовой страницы и создание новой для ВТБ,flerinvs
ANL-2203,269361,,Закрыт,28.12.2023 12:01 ,21.06.2024 13:34 ,flerinvs,,Предоставление отчет по цессии (в рамках перевода залогов Открытия в ВТБ),kluninany
ANL-2396,284721,,Hold,21.03.2024 11:31 ,21.06.2024 12:21 ,mikhaelyanta,3.0,Изменение в сделках Банк ВТБ,mikhaelyanta
ANL-2567,301410,,Готово,07.06.2024 15:21 ,21.06.2024 10:33 ,mikhaelyanta,2.0,Регион застройщика в исходных данных для когортного анализа,SytnikTI
ANL-2563,301030,,Готово,06.06.2024 12:19 ,21.06.2024 10:32 ,mikhaelyanta,3.0,Подготовить документация по сделкам,mikhaelyanta
ANL-2566,301378,,Готово,07.06.2024 14:17 ,21.06.2024 10:31 ,mikhaelyanta,2.0,Добавить в отчет по СУП во вкладке исходящие Юр адрес компании получателя,kovievanv
ANL-2525,297985,,Готово,24.05.2024 13:10 ,20.06.2024 10:58 ,balitskayaav,3.0,Чистка когнос,flerinvs
ANL-2577,303067,,Готово,17.06.2024 11:36 ,19.06.2024 09:49 ,flerinvs,2.0,Retention для СО,flerinvs
ANL-2532,298450,,Закрыт,27.05.2024 17:57 ,19.06.2024 09:48 ,flerinvs,1.0,проработка доступов в ЛК SS для ВТБ,flerinvs
ANL-2553,299866,,Готово,03.06.2024 13:52 ,18.06.2024 14:55 ,flerinvs,3.0,Задача от Картаева,flerinvs
ANL-2582,303238,,Готово,17.06.2024 15:10 ,17.06.2024 16:43 ,mikhaelyanta,2.0,Сверка сделок АНЧ,mikhaelyanta
ANL-2579,303137,,Готово,17.06.2024 12:26 ,17.06.2024 16:43 ,mikhaelyanta,1.0,Отчет ВТБ ГРМ,mikhaelyanta
ANL-2551,299826,,Закрыт,03.06.2024 12:30 ,17.06.2024 12:27 ,nikishinpa,5.0,MBO атрибуты и ревью,nikishinpa
ANL-2578,303134,,Готово,17.06.2024 12:24 ,17.06.2024 12:24 ,balitskayaav,1.0,Догрузить к зависшим сбр фио,balitskayaav
ANL-2576,302944,,Готово,15.06.2024 15:53 ,17.06.2024 10:02 ,mikhaelyanta,,Не корректный скрипт загрузки витрины DM2_ALTERNATIVE_BI_DKP_REPORT,yumatovad
ANL-2319,277636,,Готово,14.02.2024 18:32 ,14.06.2024 11:07 ,balitskayaav,8.0,Создание дашбордов для СБР часть 1. Анализ и сбор требований,kartaevry
ANL-2498,294232,,Готово,07.05.2024 18:04 ,14.06.2024 11:02 ,mikhaelyanta,5.0,Добавить в отчет по доле дкп данные ГЖ от ВТБ,nikishinpa
ANL-2558,300567,,Готово,05.06.2024 12:35 ,14.06.2024 10:37 ,balitskayaav,3.0,Выгрузить КС созданные не из ВКС/СО,beseliarg
ANL-2501,294558,,Готово,08.05.2024 15:17 ,14.06.2024 09:58 ,mikhaelyanta,2.0,Подвязать ручники в отчет ДКП,mikhaelyanta
ANL-2560,300786,,Готово,05.06.2024 20:34 ,13.06.2024 16:33 ,mikhaelyanta,1.0,Добавление ДКП в отчет с привязкой к ЭР,pleshkovatv
ANL-1922,245181,,Готово,11.09.2023 17:11 ,13.06.2024 12:31 ,flerinvs,,Отчетность в рамках пилота по Чатам с ВТБ,anpilogovayv
ANL-1988,251984,,Готово,10.10.2023 10:44 ,13.06.2024 12:31 ,flerinvs,,Отчет по продажам Сделки онлайн,tatiankoaa
ANL-2569,301680,,Готово,10.06.2024 12:33 ,10.06.2024 12:34 ,nikishinpa,3.0,Отчет по доле неипотек в ГЖ,nikishinpa
ANL-2422,286040,,Готово,27.03.2024 12:17 ,10.06.2024 12:33 ,nikishinpa,3.0,Перевод отчетов на автоматизированную рассылку,nikishinpa
ANL-2547,299665,,Закрыт,31.05.2024 18:34 ,10.06.2024 08:32 ,flerinvs,1.0,Передача дел Владу (чаты) Ч.2,flerinvs
ANL-2543,299414,,Готово,31.05.2024 09:18 ,07.06.2024 09:52 ,mikhaelyanta,2.0,Проверить связку СУП и ЭР,mikhaelyanta
ANL-2161,266298,,Закрыт,12.12.2023 16:50 ,06.06.2024 14:27 ,balitskayaav,,"Разобраться с холдинговыми компаниями, у которых есть сделка онлайн сервис",balitskayaav
ANL-2556,300479,,Готово,05.06.2024 09:32 ,06.06.2024 12:17 ,mikhaelyanta,1.0,ежемесячный отчет ВТБ СМБ,mikhaelyanta
ANL-2546,299664,,Готово,31.05.2024 18:33 ,05.06.2024 09:38 ,flerinvs,1.0,собрать инженерные задачи от BI ,flerinvs
ANL-2554,300222,,Готово,04.06.2024 12:00 ,04.06.2024 12:50 ,flerinvs,1.0,Ежемесячный отчет для Бухгалтерии,flerinvs
ANL-2179,261811,,Готово,21.11.2023 16:24 ,03.06.2024 16:49 ,flerinvs,5.0,Отчет по качеству ответов чат бота (шаблоны),zhuravlevaev
ANL-2504,295594,,Hold,15.05.2024 10:15 ,03.06.2024 16:13 ,balitskayaav,3.0,Необходим отчет по сделкам ИЖС Почта банка ,kluninany
ANL-2196,267769,,Готово,19.12.2023 14:43 ,03.06.2024 15:45 ,nikishinpa,2.0,Дополнить описание отчетов,flerinvs
ANL-2211,269663,,Закрыт,08.01.2024 22:46 ,03.06.2024 15:40 ,nikishinpa,2.0,Документация по доле КС,nikishinpa
ANL-2212,269664,,Закрыт,08.01.2024 22:48 ,03.06.2024 15:39 ,nikishinpa,2.0,Документация по доле СБР/ЭР,nikishinpa
ANL-2210,269662,,Закрыт,08.01.2024 22:44 ,03.06.2024 15:38 ,nikishinpa,2.0,Документация по доле ДКП,nikishinpa
ANL-2549,299819,,Готово,03.06.2024 12:06 ,03.06.2024 13:38 ,nikishinpa,1.0,Выгрузка для ВТБ ГРМ,kluninany
ANL-2529,298271,,Закрыт,27.05.2024 12:11 ,03.06.2024 13:35 ,nikishinpa,1.0,Выгрузка для ВТБ ГРМ,kluninany
ANL-2535,298713,,Закрыт,28.05.2024 16:51 ,03.06.2024 12:20 ,nikishinpa,5.0,Инструкция и коррективы словаря регионов для продаж + собрать анализ от продаж,nikishinpa
ANL-2331,279013,,Готово,21.02.2024 20:33 ,03.06.2024 10:01 ,mikhaelyanta,2.0,Дубли в отчете по платному ДКП от 19.02,ivanovamv
ANL-2159,266193,,Готово,12.12.2023 13:36 ,03.06.2024 10:01 ,mikhaelyanta,5.0,Новая логика по закреплению продажи за менеджером ЦИК в отчете ДКП М2 ВТБ,ScherbakovaKA
ANL-2443,287655,,Готово,03.04.2024 14:18 ,03.06.2024 10:01 ,mikhaelyanta,3.0,"Корректировка отчета ""Отчет по платному ДКП от М2""",bobkotv
ANL-2544,299485,,Готово,31.05.2024 11:57 ,03.06.2024 10:01 ,mikhaelyanta,1.0,Добавить новый тариф по ДКП для ВТБ,mikhaelyanta
ANL-2158,266093,,Готово,12.12.2023 10:30 ,03.06.2024 10:01 ,mikhaelyanta,2.0,Ошибка в отчете по платному ДКП,mikhaelyanta
ANL-2526,297988,,Готово,24.05.2024 13:14 ,03.06.2024 09:49 ,flerinvs,1.0,Передача дел Владу (не ипотека),flerinvs
ANL-2539,298882,,Готово,29.05.2024 11:59 ,03.06.2024 09:48 ,flerinvs,1.0,Проработать сурсы для отключения от обновления_ч2(декомпозиция),flerinvs
ANL-2531,298448,,Готово,27.05.2024 17:54 ,03.06.2024 09:48 ,flerinvs,1.0,Убрать использование личных УЗ в постгре,flerinvs
ANL-2209,269661,,Закрыт,08.01.2024 22:41 ,03.06.2024 07:51 ,nikishinpa,2.0,Документация ЭР Открытие СМБ,nikishinpa
ANL-1928,245790,,Закрыт,13.09.2023 14:03 ,31.05.2024 18:06 ,flerinvs,1.0,Перенос отчетности с когноса на СС(оценка),flerinvs
ANL-2524,297919,,Готово,24.05.2024 11:05 ,31.05.2024 12:48 ,mikhaelyanta,3.0,Анализ переноса Дешборда ЭР SLT в SuperSet,mikhaelyanta
ANL-2534,298677,,Готово,28.05.2024 15:20 ,31.05.2024 11:47 ,balitskayaav,3.0,"Выгрузить отчет с января 2024 года помесячной статистики кол-ва СБР со статусом ""Ожидание разблокировки эскроу счета"" ",beseliarg
ANL-2519,297446,,Готово,22.05.2024 14:20 ,31.05.2024 10:11 ,flerinvs,2.0,"Подготовить пачку простых задач, проверить защиту",flerinvs
ANL-2528,298197,,Готово,27.05.2024 09:18 ,31.05.2024 10:10 ,flerinvs,2.0,Требования к вакансии,flerinvs
ANL-2507,296158,,Готово,16.05.2024 16:01 ,31.05.2024 10:10 ,flerinvs,3.0,пофикисть ВТБ ФЛ автоотправку ,flerinvs
ANL-2258,272910,,Готово,24.01.2024 14:11 ,29.05.2024 17:48 ,balitskayaav,,Создание дашборда по основным метрикам СБР,ivanovamv
ANL-1511,151527,,Готово,23.06.2022 10:31 ,29.05.2024 17:48 ,balitskayaav,,Общий дэшборд по СБР,arakelovae
ANL-1527,153475,,Готово,04.07.2022 11:21 ,29.05.2024 17:48 ,balitskayaav,2.0,Новые атрибуты в простыню СБР,arakelovae
ANL-1878,239989,,Hold,20.08.2023 17:17 ,29.05.2024 10:17 ,flerinvs,,Отчетность по ЭР для корп.бизнеса ВТБ,stalskayads
ANL-2080,260822,,Backlog,16.11.2023 15:08 ,29.05.2024 10:17 ,mikhaelyanta,,Ошибка в статусе ЭР,mikhaelyanta
ANL-2374,281765,,Backlog,06.03.2024 17:33 ,29.05.2024 10:17 ,mikhaelyanta,,Отчет ВТБ СМБ доработки,mikhaelyanta
ANL-1900,243536,,Backlog,04.09.2023 14:04 ,29.05.2024 10:00 ,flerinvs,,Подробности про чаты с 2+ риелторами,zhuravlevaev
ANL-2256,272778,,Backlog,23.01.2024 19:15 ,29.05.2024 10:00 ,flerinvs,,Подготовка аналитики для программы лояльности,konstantinovada
ANL-2059,259641,,Закрыт,10.11.2023 18:22 ,29.05.2024 10:00 ,flerinvs,,Рефакторинг ПОДФТ,flerinvs
ANL-2167,266765,,Закрыт,14.12.2023 10:20 ,29.05.2024 09:58 ,flerinvs,3.0,Перенос на СС_Чаты_часть для бэк-офиса,flerinvs
ANL-2023,255195,,Backlog,23.10.2023 19:12 ,29.05.2024 09:56 ,flerinvs,,КДКП,flerinvs
ANL-2013,254081,,В работе,18.10.2023 10:48 ,29.05.2024 09:53 ,flerinvs,,Отчет по чатам,konorevate
ANL-2468,290909,,Backlog,18.04.2024 12:20 ,29.05.2024 09:51 ,flerinvs,,Добавить в Дашборд Сделка поэтапную воронку от статуса драфт до оплаты,dmitrievaoa
ANL-2470,291133,,Backlog,19.04.2024 10:44 ,29.05.2024 09:51 ,flerinvs,,Построить воронку по ипотечным сделкам,flerinvs
ANL-2425,286255,,Hold,28.03.2024 10:37 ,29.05.2024 09:51 ,flerinvs,3.0,Ипотечные сделки - доработка отчета,anpilogovayv
ANL-2464,290081,,Hold,15.04.2024 10:54 ,29.05.2024 09:51 ,flerinvs,,Ипотечные сделки - рисерч влияния запуска пилота,anpilogovayv
ANL-2471,291164,,Backlog,19.04.2024 11:23 ,29.05.2024 09:51 ,flerinvs,,Проверка гипотез,flerinvs
ANL-2475,291411,,Backlog,22.04.2024 11:00 ,29.05.2024 09:51 ,flerinvs,,Анализ продаж с комнатой и без (А/А - тест),flerinvs
ANL-2476,291415,,Backlog,22.04.2024 11:05 ,29.05.2024 09:51 ,flerinvs,,Когортный анализ по доходам от клиентов,flerinvs
ANL-2469,291116,,Сделaть,19.04.2024 10:31 ,29.05.2024 09:51 ,flerinvs,8.0,Выстроить систему метрик для отслеживания здоровья продукта,flerinvs
ANL-2522,297833,,Backlog,23.05.2024 17:36 ,29.05.2024 09:51 ,flerinvs,,Исследовать когорты пользователей в продукте Сделка,dmitrievaoa
ANL-2238,271772,,Готово,18.01.2024 12:10 ,28.05.2024 13:10 ,flerinvs,,Добавить поле сумма сделки СБР,flerinvs
ANL-2506,295853,,Готово,15.05.2024 16:06 ,28.05.2024 10:38 ,nikishinpa,5.0,Аналитика по Московским компаниям за 2023-2024 год,gladkikhky
ANL-2511,296304,,Закрыт,17.05.2024 12:05 ,27.05.2024 12:31 ,nikishinpa,3.0,Автоматизация отчета ЭР МКБ,nikishinpa
ANL-2503,295343,,Закрыт,14.05.2024 13:43 ,27.05.2024 09:05 ,flerinvs,5.0,Отключить от обновлений отчеты когнос,flerinvs
ANL-2513,296567,,Готово,20.05.2024 09:44 ,27.05.2024 09:04 ,flerinvs,2.0,"Ипотечные сделки - доработать отчет, добавить среднее время ответа в чат по сделке (без ограничений)",anpilogovayv
ANL-2510,296298,,Закрыт,17.05.2024 11:59 ,24.05.2024 18:25 ,balitskayaav,5.0,Правки в дашборд СБР ,balitskayaav
ANL-2520,297770,,Готово,23.05.2024 14:53 ,24.05.2024 17:40 ,balitskayaav,1.0,Выгрузить статистику по количеству заявок на ООН за 2024 год,beseliarg
ANL-2517,297279,,Готово,22.05.2024 10:09 ,24.05.2024 10:55 ,flerinvs,2.0,Квартальный ПОДФТ ,flerinvs
ANL-2515,296833,,Готово,20.05.2024 16:37 ,23.05.2024 13:37 ,nikishinpa,1.0,Выгрузка для ВТБ ГРМ,kluninany
ANL-2516,297081,,Готово,21.05.2024 13:49 ,23.05.2024 10:50 ,mikhaelyanta,1.0,Проверить отчет по цессиям,mikhaelyanta
ANL-2493,293771,,Готово,06.05.2024 13:52 ,21.05.2024 17:30 ,mikhaelyanta,1.0,"Выгрузка партнеров, подключенных к ЭР и СУП",kovievanv
ANL-2458,289746,,Готово,12.04.2024 09:51 ,21.05.2024 10:13 ,mikhaelyanta,5.0,Подзадача 8 ANL-2169 создание Дашборд сводка СБР/ЭР,mikhaelyanta
ANL-2436,286994,,Backlog,01.04.2024 13:06 ,16.05.2024 17:13 ,balitskayaav,,Дэшборд с проникновение сделок ЭлРег в ипотечные сделки ВТБ,pichuginaaz
ANL-1919,244426,,Готово,07.09.2023 12:33 ,15.05.2024 11:21 ,mikhaelyanta,,Добавить фильтр в отчет по защите,mikhaelyanta
ANL-1870,237482,,Закрыт,09.08.2023 12:50 ,14.05.2024 12:00 ,flerinvs,,Автоматизация отчета по аналитике чата,melikyanvv
ANL-1892,241524,,Готово,25.08.2023 16:26 ,14.05.2024 12:00 ,flerinvs,,Дэшборд по чатам,zhuravlevaev
ANL-2145,265420,,Готово,07.12.2023 19:07 ,14.05.2024 12:00 ,flerinvs,3.0,Подзадача_ANL-1996_Добавить в Дэшборд по чатам инфо(правки),flerinvs
ANL-2460,289820,,Готово,12.04.2024 11:48 ,13.05.2024 10:28 ,balitskayaav,2.0,Макет по дашборду СБР,balitskayaav
ANL-1989,252149,,Backlog,10.10.2023 15:39 ,08.05.2024 12:15 ,mikhaelyanta,,Не тянется информация  по ФИО,mikhaelyanta
ANL-1869,237264,,Готово,08.08.2023 16:00 ,08.05.2024 12:15 ,mikhaelyanta,,Создание отчета по ЭР для Открытия,mikhaelyanta
ANL-2026,255378,,Готово,24.10.2023 13:19 ,08.05.2024 10:52 ,flerinvs,,Цессии доработка-автоматизация,flerinvs
ANL-1916,239503,,Готово,17.08.2023 13:10 ,08.05.2024 10:52 ,mikhaelyanta,3.0,"Пользователи отчетов по цессиям хотят, чтобы в отчете не было дублей",BalandinDV
ANL-2365,281212,,Готово,05.03.2024 10:43 ,07.05.2024 16:14 ,mikhaelyanta,5.0,Создать новый отчет по цессиям для компании :1177746463960 (цессии БФКО),ignatovaaa
ANL-2222,270061,,Готово,10.01.2024 12:03 ,06.05.2024 18:21 ,flerinvs,5.0,Дэшборд с логами,flerinvs
ANL-2426,286277,,Готово,28.03.2024 11:24 ,06.05.2024 15:00 ,balitskayaav,,Подготовить отчет по ручному снятию с контроля реквизитов платежа по ДДУ,beseliarg
ANL-2488,293066,,Закрыт,02.05.2024 09:58 ,03.05.2024 17:51 ,flerinvs,,Проверить отчет в когносе,flerinvs
ANL-2380,282545,,Готово,11.03.2024 17:27 ,03.05.2024 15:26 ,mikhaelyanta,2.0,Добавить в отчет по СУП вкладку с возможностью выгрузить простыню по пакетам,kovievanv
ANL-2313,276619,,Готово,09.02.2024 16:21 ,02.05.2024 11:33 ,mikhaelyanta,5.0,Подзадача 7 ANL-2169 создание Дашборд сводка СБР/ЭР,mikhaelyanta
ANL-2379,282456,,Готово,11.03.2024 15:06 ,02.05.2024 11:31 ,mikhaelyanta,8.0,Подзадача 4 ANL-2169 создание Дашборд сводка СБР/ЭР,mikhaelyanta
ANL-2474,291339,,Закрыт,19.04.2024 18:30 ,27.04.2024 11:12 ,flerinvs,,Сверить ручной отчет мидла по ФЛ с данными в Когносе,dmitrievaoa
ANL-2397,284855,,Backlog,21.03.2024 17:11 ,27.04.2024 11:12 ,balitskayaav,,Доработка дашборда в СС по межрег. сделкам,berezinavv
ANL-2345,280451,,Backlog,29.02.2024 16:13 ,27.04.2024 11:11 ,nikishinpa,,Общий отчет по всем продуктам (Как СБр СЛТ только всё вместе),nikishinpa
ANL-2472,291285,,Закрыт,19.04.2024 15:59 ,26.04.2024 12:12 ,nikishinpa,5.0,MBO- коррективы словарей привязок,nikishinpa
ANL-2462,289943,,Закрыт,12.04.2024 15:32 ,26.04.2024 11:53 ,nikishinpa,5.0,MBO - рассчитать и добавить показания M2ПРО и неипотечные АНЧ,nikishinpa
ANL-2477,291581,,Закрыт,22.04.2024 16:39 ,23.04.2024 11:57 ,nikishinpa,1.0,Выгрузка для ВТБ ГРМ,kluninany
ANL-2364,281102,,Готово,04.03.2024 16:11 ,22.04.2024 12:45 ,balitskayaav,5.0,Отчет_ срезы времени по процессу,ivanovamv
ANL-2446,288298,,Готово,05.04.2024 11:48 ,22.04.2024 12:45 ,flerinvs,3.0,Доработать графики в отчете KPI без ипотеки ,dmitrievaoa
ANL-2455,288768,,Готово,08.04.2024 12:57 ,19.04.2024 11:25 ,balitskayaav,1.0,Убрать ручное нажатие на рассылку когноса,balitskayaav
ANL-2466,290425,,Готово,16.04.2024 13:08 ,18.04.2024 13:29 ,balitskayaav,1.0,Добавить КВ в сводку СБР ,balitskayaav
